id_son,hhid,id_daughter,hgc,byear_dad,byear_mom,age_firstSurvey,useDad,survey,CASEID,byear,share_married,women,surv79,dad_age_inc1,mom_age_inc1,dad_age_inc,mom_age_inc,mom_age_at_birth,dad_age_at_birth,mom_outOfRange,dad_outOfRange,linkDad,linkMom,linkBoth,parent1,zero_parent1,ms_parent1,parent2,zero_parent2,ms_parent2,parent3,zero_parent3,ms_parent3,nparent,miss0,faminc0,lfaminc0,loginc66,loginc79,kid_age_parentInc,kid1,kid2,kid3,zero_kid1,ms_kid1,zero_kid2,ms_kid2,zero_kid3,ms_kid3,nkid,miss1,miss1_early,miss1_prime,faminc1,lfaminc1,faminc1_early,lfaminc1_early,faminc1_prime,lfaminc1_prime,up0,owninc,lown,miss1_own,miss_spouse,spouse_inc,spouse_age,weight,weight_incFirst,weight_incLast,weight_incAvg,all_parent,all_kid,married,n
2961,8172,,18,1913,,21,1,1966,,1945,100,0,0,52,45,53.33333,46.33333,25,32,0,0,1,0,0,150339.4,0,0,141105.1,0,0,100814.2,0,0,3,0,130752.9,11.78106,11.78106,0,21.33333,114554.6,147258.7,151029.2,0,0,0,0,0,0,3,0,1,1,137614.1,11.83221,,,,,1,28633.33,10.26233,0,0,32822.53,33,572299,917531,961325,937316.7,1,1,100,1
2709,7523,,12,,1931,16,0,1966,,1950,,0,0,31,35,32.66667,37,19,15,0,1,0,1,0,49411.97,0,0,84847.37,0,0,-240094.6,0,0,3,0,-35278.41,,,,18,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,86498,,,,1,0,,1
3122,8507,,12,,1929,17,0,1966,,1949,33.33334,0,0,32,37,34,39,20,15,0,1,0,1,0,27501.38,0,0,32539.81,0,0,30568.58,0,0,3,0,30203.26,10.31571,10.31571,0,19,37611.43,19590.95,34523.83,0,0,0,0,0,0,3,0,1,1,30575.4,10.32795,,,,,1,9206.667,9.127684,0,0,2.60626,,78509,146260,148401,149502.7,1,1,0,1
3953,10736,,15,1917,,22,1,1966,,1944,100,0,0,48,50,49.33333,51,29,27,0,0,1,0,0,300.6788,0,0,45251.73,0,0,0,1,0,2,0,15184.14,9.628007,9.628007,0,22.33333,109081,95342.63,57736.3,0,0,0,0,0,0,3,0,1,1,87386.63,11.3781,,,,,1,18166.67,9.807343,0,0,38611.15,24,508712,839744,886557,862576.3,0,1,100,1
202,718,,16,1921,,18,1,1966,,1948,,0,0,44,,45.33333,,,27,1,0,1,0,0,151316.6,0,0,182466.7,0,0,238275.6,0,0,3,0,190686.3,12.15839,12.15839,0,18.33333,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,422407,,,,1,0,,1
4894,12947,,10,,1922,14,0,1966,,1952,100,0,0,41,44,43,46,30,27,0,0,0,1,0,26187.62,0,0,48704.13,0,0,1586.394,0,0,3,0,25492.71,10.14615,10.14615,0,16,20834.85,24540.93,37305.65,0,0,0,0,0,0,3,0,1,1,27560.48,10.22414,,,,,1,5920.667,8.686204,0,0,5212.519,27,75607,132948,131460,133776,1,1,100,1
1104,3205,,18,,1929,16,0,1966,,1950,100,0,0,40,37,42,39,21,24,0,1,0,1,0,82292.46,0,0,84193.44,0,0,91522.71,0,0,3,0,86002.87,11.36214,11.36214,0,18,45743.63,58495.32,56096.55,0,0,0,0,0,0,3,0,1,1,53445.17,10.88641,,,,,0,15033.33,9.618025,0,0,3475.013,29,360396,477422,514202,496581.7,1,1,100,1
2693,7461,,13,1916,1923,18,1,1966,,1948,,0,0,49,42,50.33333,43.33333,25,32,0,0,1,1,1,67652.72,0,0,50798.72,0,0,73567.09,0,0,3,0,64006.18,11.06674,11.06674,0,18.33333,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,362750,,,,1,0,,1
342,1066,,12,,1922,18,0,1966,,1948,,0,0,49,44,50,46,26,31,0,0,0,1,0,73205.63,0,0,68117.67,0,0,152.5378,0,0,3,0,47158.61,10.76127,10.76127,0,20,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,123613,,,,1,0,,1
4959,13057,,5,1908,,19,1,1966,,1947,33.33334,0,0,57,,58.33333,,,39,1,0,1,0,0,9245.872,0,0,9765.616,0,0,8174.121,0,0,3,0,9061.869,9.111831,9.111831,0,19.33333,31668.67,25977.6,17260.48,0,0,0,0,0,0,3,0,1,1,24968.92,10.12539,,,,,1,6285.333,8.745975,0,0,12511.08,29,122798,144909,155098,148811.3,1,1,0,1
1428,4143,,16,1911,,20,1,1966,,1946,100,0,0,54,49,55.33333,50.33333,30,35,0,0,1,0,0,127788.5,0,0,142331.3,0,0,13623.53,0,0,3,0,94581.1,11.45721,11.45721,0,20.33333,116900.4,169135.2,170306.3,0,0,0,0,0,0,3,0,1,1,152114,11.93239,,,,,1,40333.67,10.60494,0,0,8916.943,36,484311,799465,844032,821202,1,1,100,1
1464,4220,,14,1913,,18,1,1966,,1948,100,0,0,52,52,53.33333,53.66667,35,35,1,0,1,0,0,96307.41,0,0,111822.9,0,0,242907.6,0,0,3,0,150346,11.92069,11.92069,0,18.33333,59818.59,78363.8,88603.79,0,0,0,0,0,0,3,0,1,1,75595.39,11.23315,,,,,0,400,5.991465,0,0,24789.13,29,370732,507066,532089,518726,1,1,100,1
252,832,,12,,1927,18,0,1966,,1948,100,0,0,37,39,39,41,21,19,0,1,0,1,0,80285.33,0,0,116835.4,0,0,64676.05,0,0,3,0,87265.6,11.37671,11.37671,0,20,34460.2,66609.23,76061.17,0,0,0,0,0,0,3,0,1,1,59043.54,10.98603,,,,,0,18300,9.814656,0,0,0,33,380166,539040,581661,560470.7,1,1,100,1
2516,6953,,17,,1934,15,0,1966,,1951,33.33334,0,0,31,32,33,34,17,16,0,1,0,1,0,98750.96,0,0,107516.9,0,0,116038.6,0,0,3,0,107435.5,11.58465,11.58465,0,17,58473.65,102199.5,14441.27,0,0,0,0,0,0,3,0,1,1,58371.46,10.97458,,,,,0,6352,8.756525,0,0,84894.13,28,86498,152099,150397,153046.3,1,1,0,1
1940,5415,,13,1914,,25,1,1966,,1941,100,0,0,51,45,52.33333,46.33333,21,27,0,0,1,0,0,116513,0,0,149622.7,0,0,94002.38,0,0,3,0,120046,11.69563,11.69563,0,25.33333,5723.818,,143926.5,0,0,0,1,0,0,2,0,1,1,74825.16,11.22291,,,,,0,50001,10.8198,0,0,0,34,352463,587676,623661,605668.5,1,0,100,1
2427,6688,,14,,1927,16,0,1966,,1950,100,0,0,40,39,42,41,23,24,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,,,,18,46916.54,73466.07,74795.41,0,0,0,0,0,0,3,0,1,1,65059.34,11.08306,,,,,1,10833.33,9.290383,0,0,22934.63,25,383527,543805,586804,565426,0,1,100,1
630,1825,,18,1917,,20,1,1966,,1946,0,0,0,48,33,49.33333,34.33333,14,29,0,0,1,0,0,84190.05,0,0,110939.7,0,0,126188,0,0,3,0,107105.9,11.58157,11.58157,0,20.33333,117291.4,40487.96,111905.4,0,0,0,0,0,0,3,0,1,1,89894.92,11.4064,,,,,0,22383.33,10.01607,0,1,,,496635,819808,865510,842098.3,1,1,0,1
1329,3828,,12,,1925,18,0,1966,,1948,,0,0,42,41,43.33333,43,23,24,0,1,0,1,0,118968.3,0,0,64030.61,0,0,73462.23,0,0,3,0,85487.03,11.35612,11.35612,0,20,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,99110,,,,1,0,,1
1549,4426,,12,,1929,17,0,1966,,1949,,0,0,42,37,42,39,20,25,0,1,0,1,0,115318.9,0,0,170.2942,0,0,152.5378,0,0,3,0,38547.25,10.55964,10.55964,0,19,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,370732,,,,1,0,,1
4418,11963,,13,,1930,18,0,1966,,1948,100,0,0,35,36,35,38,18,17,0,1,0,1,0,30654.4,0,0,46551.62,0,0,65896.35,0,0,3,0,47700.79,10.7727,10.7727,0,20,103216.4,124076,126001.5,0,0,0,0,0,0,3,0,1,1,117764.6,11.67644,,,,,1,35000,10.4631,0,0,3393.07,29,438085,599188,628757,612966.3,1,1,100,1
3512,9461,,10,1914,,15,1,1966,,1951,50,0,0,51,,52.33333,46,29,37,0,0,1,0,0,37584.84,0,0,34303.73,0,0,87190.62,0,0,3,0,53026.4,10.87854,10.87854,0,15.33333,78194.23,29030.52,,0,0,0,0,0,1,2,0,1,1,53612.38,10.88953,,,,,1,10000,9.21034,0,0,31277.7,22,372835,478457,520302,499379.5,1,0,0,1
4339,11781,,13,1914,1922,21,1,1966,,1945,100,0,0,51,42,52.33333,43.33333,22,31,0,0,1,1,1,45853.51,0,0,80796.23,0,0,71523.55,0,0,3,0,66057.77,11.09828,11.09828,0,21.33333,,,0,0,1,0,1,1,0,0,1,1,1,0,,,,,,0,,,1,1,,,118905,207729,207729,207729,1,0,100,1
2662,7370,,11,1915,,18,1,1966,,1948,,0,0,50,47,51.33333,47.5,30,33,0,0,1,0,0,41418.5,0,0,60688.41,0,0,9441.109,0,0,3,0,37182.67,10.5236,10.5236,0,18.33333,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,88672,,,,1,0,,1
4781,12675,,12,,1925,16,0,1966,,1950,,0,0,42,41,44,43,25,26,0,0,0,1,0,78825.6,0,0,75535.69,0,0,101895.3,0,0,3,0,85418.86,11.35532,11.35532,0,18,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,425871,,,,1,0,,1
1710,4816,,16,,1925,20,0,1966,,1946,100,0,0,42,41,44,43,21,22,0,1,0,1,0,1094.8,0,0,0,1,0,104335.9,0,0,2,0,35143.56,10.4672,10.4672,0,22,91878.23,87979.7,86302.39,0,0,0,0,0,0,3,0,1,1,88720.1,11.39324,,,,,1,26166.67,10.17224,0,0,157.816,33,454179,742596,777196,758813.3,0,1,100,1
1459,4215,,12,1912,,19,1,1966,,1947,0,0,0,53,54,54.33333,55.33333,36,35,1,0,1,0,0,91135.73,0,0,68607.47,0,0,102176.5,0,0,3,0,87306.57,11.37718,11.37718,0,19.33333,0,53548.6,36491.53,1,0,0,0,0,0,2,0,1,1,30013.38,10.3094,,,,,0,11000,9.305651,0,1,,,411924,584069,630252,607291,1,0,0,1
2821,7833,,14,1918,1929,15,1,1966,,1951,66.66667,0,0,47,36,48.33333,37.33333,22,33,0,0,1,1,1,90203.63,0,0,251804,0,0,110010,0,0,3,0,150672.6,11.92286,11.92286,0,15.33333,93833.09,88649.05,53219.81,0,0,0,0,0,0,3,0,1,1,78567.31,11.27171,,,,,0,15833.33,9.669872,0,0,39784.06,27,372835,493900,531950,513721.3,1,1,0,1
2730,7575,,16,,1928,16,0,1966,,1950,0,0,0,44,38,46,40,22,28,0,0,0,1,0,121989.9,0,0,134532.4,0,0,59489.76,0,0,3,0,105337.4,11.56492,11.56492,0,18,43006.83,39181.9,43151.2,0,0,0,0,0,0,3,0,1,1,41779.98,10.64017,,,,,0,12666.67,9.446729,0,1,,,353857,787005,796994,829647,1,1,0,1
3880,10563,,18,1919,,22,1,1966,,1944,0,0,0,46,45,47.33333,46.33333,24,25,0,1,1,0,0,559270,0,0,372232,0,0,344076,0,0,3,0,425192.7,12.9603,12.9603,0,22.33333,58938.91,82281.99,86305.27,0,0,0,0,0,0,3,0,1,1,75842.05,11.23641,,,,,0,1333.333,7.195437,0,1,,,508712,815586,854514,833173,1,1,0,1
1725,4863,,12,1915,,15,1,1966,,1951,100,0,0,50,,51.33333,,,36,1,0,1,0,0,8268.666,0,0,8758.399,0,0,3405.884,0,0,3,0,6810.983,8.826292,8.826292,0,15.33333,45352.66,39181.9,54658.18,0,0,0,0,0,0,3,0,1,1,46397.58,10.745,,,,,1,333.3333,5.809143,0,0,0,26,337974,443462,473485,458841.3,1,1,100,1
1017,2948,,10,,1925,22,0,1966,,1944,100,0,0,45,41,45,43,19,23,0,1,0,1,0,5838.933,0,0,170.2942,0,0,152.5378,0,0,3,0,2053.922,7.627506,7.627506,0,24,46916.54,19590.95,48904.69,0,0,0,0,0,0,3,0,1,1,38470.73,10.55765,,,,,1,8666.667,9.06724,0,0,2606.475,30,316862,558907,591406,577389.7,1,1,100,1
207,733,,8,1920,1933,17,1,1966,,1949,,0,0,45,31,46.33333,33,15,29,0,0,1,1,1,45101.81,0,0,,0,1,,0,1,1,0,45101.81,10.71668,10.71668,0,16,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,104596,,,,0,0,,1
4553,12209,,16,1920,1923,15,1,1966,,1951,100,0,0,45,41,46.33333,42.33333,27,31,0,0,1,1,1,31541.2,0,0,48536.13,0,0,34058.84,0,0,3,0,38045.39,10.54654,10.54654,0,15.33333,89415.11,88159.28,80548.9,0,0,0,0,0,0,3,0,1,1,86041.09,11.36258,,,,,1,12290,9.416541,0,0,43907.55,28,75607,132948,131460,133776,1,1,100,1
899,2632,,16,1912,,17,1,1966,,1949,100,0,0,53,47,54.33333,48.33333,31,37,1,0,1,0,0,55625.57,0,0,37004.24,0,0,55856.49,0,0,3,0,49495.43,10.80964,10.80964,0,17.33333,70374.81,78363.8,80548.9,0,0,0,0,0,0,3,0,1,1,76429.17,11.24412,,,,,1,23333.33,10.05764,0,0,0,28,327808,464801,501553,483280.7,1,1,100,1
3675,10016,,12,,1923,19,0,1966,,1947,100,0,0,46,43,48,45,24,27,0,0,0,1,0,78095.73,0,0,68322.02,0,0,95976.81,0,0,3,0,80798.19,11.29971,11.29971,0,21,111426.8,96322.18,122261.7,0,0,0,0,0,0,3,0,1,1,110003.6,11.60827,,,,,1,20333.33,9.920017,0,0,36830.54,31,508712,894453,960887,930966.3,1,1,100,1
3746,10178,,15,1909,,19,1,1966,,1947,33.33334,0,0,56,44,57.33333,45.33333,26,38,0,0,1,0,0,112619.2,0,0,113377.5,0,0,88185.13,0,0,3,0,104727.3,11.55911,11.55911,0,19.33333,82494.92,76078.2,84864.02,0,0,0,0,0,0,3,0,1,1,81145.71,11.304,,,,,0,21200,9.961757,0,0,19548.56,30,389410,552147,595805,574099.3,1,1,0,1
3160,8591,,16,1919,,14,1,1966,,1952,0,0,0,46,46,47.33333,47.33333,33,33,1,0,1,0,0,104673.8,0,0,119698.1,0,0,117979.8,0,0,3,0,114117.2,11.64498,11.64498,0,14.33333,33232.55,16325.79,575.3493,0,0,0,0,0,0,3,0,1,1,16711.23,9.723836,,,,,0,2500,7.824046,0,1,,,425871,547928,585659,566777.7,1,1,0,1
3319,8973,,17,1911,,19,1,1966,,1947,100,0,0,54,,55.33333,47,27,36,0,0,1,0,0,67652.72,0,0,87576.7,0,0,116481.2,0,0,3,0,90570.21,11.41388,11.41388,0,19.33333,116509.4,111668.4,105288.9,0,0,0,0,0,0,3,0,1,1,111155.6,11.61869,,,,,1,33266.67,10.41231,0,0,0,31,383527,543805,586804,565426,1,1,100,1
2195,6064,,12,,1934,16,0,1966,,1950,100,0,0,33,32,35,34,16,17,0,1,0,1,0,49857.19,0,0,73669.26,0,0,61356.82,0,0,3,0,61627.76,11.02887,11.02887,0,18,62555.39,70200.91,66182.43,0,0,0,0,0,0,3,0,1,1,66312.91,11.10214,,,,,1,14500,9.581903,0,0,17829.32,27,403411,534405,575575,555851.7,1,1,100,1
173,629,,16,1921,,19,1,1966,,1947,,0,0,44,48,45.33333,49.33333,30,26,0,0,1,0,0,162742.4,0,0,136631,0,0,158714.2,0,0,3,0,152695.9,11.9362,11.9362,0,19.33333,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,496635,,,,1,0,,1
2170,5995,,13,1917,1927,19,1,1966,,1947,66.66667,0,0,48,37,49.33333,38.33333,19,30,0,0,1,1,1,53370.48,0,0,45835.63,0,0,58444.96,0,0,3,0,52550.36,10.86953,10.86953,0,19.33333,56299.85,68568.33,68466.56,0,0,0,0,0,0,3,0,1,1,64444.91,11.07357,,,,,1,14800,9.602383,0,0,22826.77,24,373482,510827,536036,522574,1,1,0,1
2750,7613,,13,1913,,19,1,1966,,1947,100,0,0,52,49,53.33333,50.33333,31,34,1,0,1,0,0,81183.27,0,0,96634.34,0,0,38248.07,0,0,3,0,72021.89,11.18473,11.18473,0,19.33333,85739.98,91424.44,89754.48,0,0,0,0,0,0,3,0,1,1,88972.97,11.39609,,,,,1,26110,10.17007,0,0,0,31,134296,210837,234618,218715.7,1,1,100,1
562,1630,,12,,1932,16,0,1966,,1950,,0,0,38,34,40,36,18,22,0,1,0,1,0,79920.4,0,0,122611.8,0,0,154978.5,0,0,3,0,119170.2,11.68831,11.68831,0,18,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,369567,,,,1,0,,1
161,589,,10,1917,,14,1,1966,,1952,,0,0,48,47,49.33333,48.33333,34,35,1,0,1,0,0,42846.72,0,0,37376.47,0,0,72885.91,0,0,3,0,51036.37,10.84029,10.84029,0,14.33333,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,90339,,,,1,0,,1
2084,5800,,13,1913,,23,1,1966,,1943,100,0,0,52,48,53.33333,49.33333,26,30,0,0,1,0,0,108996.1,0,0,60214,0,0,70842.38,0,0,3,0,80017.48,11.29,11.29,0,23.33333,82103.95,99587.34,115069.9,0,0,0,0,0,0,3,0,1,1,98920.38,11.50207,,,,,1,21333.33,9.968026,0,0,27173.25,33,358351,597493,634079,615746,1,1,100,1
986,2885,,14,1909,,21,1,1966,,1945,100,0,0,56,53,57.33333,54.33333,33,36,1,0,1,0,0,46717.96,0,0,87073.09,0,0,58581.2,0,0,3,0,64124.08,11.06857,11.06857,0,21.33333,78194.23,77906.68,74220.05,0,0,0,0,0,0,3,0,1,1,76773.66,11.24862,,,,,1,22166.67,10.00634,0,0,1413.337,33,428238,711748,766841,739003,1,1,100,1
3758,10223,,13,1916,,17,1,1966,,1949,0,0,0,49,49,50.33333,50.33333,33,33,1,0,1,0,0,152188.6,0,0,126996.8,0,0,192773,0,0,3,0,157319.5,11.96603,11.96603,0,17.33333,5864.568,4897.738,5293.213,0,0,0,0,0,0,3,0,1,1,5351.84,8.585196,,,,,0,500,6.214608,0,1,,,389410,532613,558896,544860.3,1,1,0,1
2661,7370,,12,1915,,19,1,1966,,1947,100,0,0,50,47,51.33333,47.5,29,32,0,0,1,0,0,41418.5,0,0,60688.41,0,0,9441.109,0,0,3,0,37182.67,10.5236,10.5236,0,19.33333,70374.81,,,0,0,0,1,0,1,1,0,1,1,70374.81,11.16159,,,,,1,10000,9.21034,0,0,31277.7,30,134296,210837,210692,210764.5,1,0,100,1
3937,10694,,17,1914,1929,18,1,1966,,1948,100,0,0,51,35,52.33333,36.33333,18,34,0,0,1,1,1,0,1,0,7298.667,0,0,61305.9,0,0,2,0,22868.19,10.0375,10.0375,0,18.33333,156388.5,-22.85611,0,0,0,0,0,1,0,2,0,1,1,52121.87,10.86134,,,,,1,20000,9.903487,0,0,26064.74,30,389410,552147,595805,574099.3,0,0,100,1
486,1439,,12,1915,,16,1,1966,,1950,100,0,0,50,49,51.33333,49.5,34,35,1,0,1,0,0,77379.68,0,0,71745.89,0,0,,0,1,2,0,74562.78,11.2194,11.2194,0,15.5,57472.76,54280,,0,0,0,0,0,1,2,0,1,1,55876.38,10.9309,,,,,0,9000,9.10498,0,0,23318.33,25,369567,492926,520139,506532.5,0,0,100,1
1184,3421,,16,1912,,18,1,1966,,1948,100,0,0,53,43,54.33333,44.33333,26,36,0,0,1,0,0,72501.16,0,0,62549.57,0,0,124103.6,0,0,3,0,86384.77,11.36657,11.36657,0,18.33333,94224.05,79833.13,81699.6,0,0,0,0,0,0,3,0,1,1,85252.26,11.35337,,,,,0,23166.67,10.05047,0,0,5376.207,29,370732,525663,567227,546562.3,1,1,100,1
4971,13074,,8,,1932,15,0,1966,,1951,50,0,0,42,34,40.66667,36,19,27,0,0,0,1,0,7.298666,0,0,8800.803,0,0,29043.21,0,0,3,0,12617.1,9.442808,9.442808,0,17,,45712.22,49963.33,0,1,0,0,0,0,2,0,1,1,47837.77,10.77557,,,,,1,15684,9.660397,0,1,,,79093,108865,99423,104144,1,0,0,1
2755,7625,,11,,1924,16,0,1966,,1950,100,0,0,60,42,62,44,26,44,0,0,0,1,0,47441.33,0,0,44276.48,0,0,44541.05,0,0,3,0,45419.62,10.7237,10.7237,0,18,89923.38,85808.37,51378.69,0,0,0,0,0,0,3,0,1,1,75703.48,11.23458,,,,,1,11666.67,9.364491,0,0,26956.55,29,372835,497285,546583,522869,1,1,100,1
2412,6643,,12,,1932,16,0,1966,,1950,,0,0,36,34,38,36,18,20,0,1,0,1,0,40872.53,0,0,67436.49,0,0,54913.63,0,0,3,0,54407.55,10.90426,10.90426,0,18,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,86498,,,,1,0,,1
1840,5157,,10,1914,,15,1,1966,,1951,,0,0,51,44,52.33333,45.33333,30,37,0,0,1,0,0,52656.37,0,0,51820.53,0,0,55958.67,0,0,3,0,53478.52,10.88704,10.88704,0,15.33333,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,354474,,,,1,0,,1
4683,12496,,8,1919,,16,1,1966,,1950,100,0,0,46,44,47.33333,45.33333,29,31,0,0,1,0,0,34871.22,0,0,25289.88,0,0,19794.99,0,0,3,0,26652.03,10.19062,10.19062,0,16.33333,43006.83,,34520.96,0,0,0,1,0,0,2,0,1,1,38763.89,10.56524,,,,,1,11500,9.350102,0,0,0,26,79093,153349,145291,149320,1,0,100,1
5115,13382,,8,1919,1925,15,1,1966,,1951,100,0,0,46,39,47.33333,40.33333,25,32,0,0,1,1,1,15966.04,0,0,14232.4,0,0,5790.002,0,0,3,0,11996.15,9.392341,9.392341,0,15.33333,47698.48,25641.29,30781.19,0,0,0,0,0,0,3,0,1,1,34706.99,10.4547,,,,,1,8366.667,9.032011,0,0,7167.805,27,79093,104538,99423,104275.3,1,1,100,1
4257,11602,,14,,1926,16,0,1966,,1950,50,0,0,44,40,45.66667,42,24,28,0,0,0,1,0,0,1,0,1362.353,0,0,0,1,0,1,0,454.1178,6.118357,6.118357,0,18,89923.38,,57534.93,0,0,0,1,0,0,2,0,1,1,73729.16,11.20815,,,,,1,12500,9.433484,0,0,29973.6,27,425871,546518,617183,581850.5,0,0,0,1
1426,4130,,13,1907,,16,1,1966,,1950,0,0,0,58,40,59.33333,42.5,25,43,0,0,1,0,0,39839.94,0,0,,0,1,68117.67,0,0,2,0,53978.8,10.89635,10.89635,0,16.5,35187.41,33820.51,23764.8,0,0,0,0,0,0,3,0,1,1,30924.24,10.3393,,,,,0,8333.333,9.028019,0,1,,,96681,170005,168102,171063.7,0,1,0,1
1701,4788,,16,,1928,17,0,1966,,1949,100,0,0,37,38,39,40,21,20,0,1,0,1,0,59133.8,0,0,81741.2,0,0,105708.7,0,0,3,0,82194.58,11.31684,11.31684,0,19,54344.99,62691.04,57534.93,0,0,0,0,0,0,3,0,1,1,58190.32,10.97147,,,,,0,16000,9.680344,0,0,4998.426,29,364640,513506,542970,528209.3,1,1,100,1
4504,12110,,13,1912,1933,16,1,1966,,1950,0,0,0,53,31,54.33333,35,16,38,0,0,1,1,1,15041.46,0,0,-13867.47,0,0,9495.604,0,0,3,0,3556.531,8.17654,8.17654,0,16.33333,51530,45189.79,38836.08,0,0,0,0,0,0,3,0,1,1,45185.29,10.71853,,,,,1,12750,9.453286,0,1,,,82135,107850,121794,115398.3,1,1,0,1
1340,3892,,12,,1927,15,0,1966,,1951,100,0,0,49,39,50,41,24,34,0,0,0,1,0,105684.7,0,0,86236.97,0,0,71997.86,0,0,3,0,87973.17,11.38479,11.38479,0,17,64119.27,58446.34,58786.31,0,0,0,0,0,0,3,0,1,1,60450.64,11.00958,,,,,0,17833.33,9.788825,0,0,0,27,360396,480694,528347,505424.3,1,1,100,1
2610,7205,,12,,1926,20,0,1966,,1946,100,0,0,,40,,42,20,,0,1,0,1,0,40288.64,0,0,44433.16,0,0,50868.32,0,0,3,0,45196.71,10.71878,10.71878,0,22,75457.44,71180.45,70077.54,0,0,0,0,0,0,3,0,1,1,72238.48,11.18773,,,,,1,21066.67,9.955447,0,0,653.0317,19,501027,801198,886906,848244,1,1,100,1
3648,9920,,16,1916,1925,18,1,1966,,1948,,0,0,49,39,50.33333,40.33333,22,32,0,0,1,1,1,63743.9,0,0,95605.23,0,0,81243.95,0,0,3,0,80197.7,11.29225,11.29225,0,18.33333,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,1,1,,,97090,,,,1,0,,1
4508,12118,,12,1912,,18,1,1966,,1948,100,0,0,53,44,54.33333,45.33333,27,36,0,0,1,0,0,13530.54,0,0,16786.93,0,0,34740.01,0,0,3,0,21685.83,9.984414,9.984414,0,18.33333,60178.29,51328.29,49163.6,0,0,0,0,0,0,3,0,1,1,53556.73,10.8885,,,,,1,9730.667,9.183038,0,0,20172.06,26,84491,117853,123535,120595.7,1,1,100,1
1920,5349,,16,1918,1926,18,1,1966,,1948,100,0,0,47,39,48.33333,40.33333,22,30,0,0,1,1,1,82686.66,0,0,78825.6,0,0,108307.1,0,0,3,0,89939.78,11.4069,11.4069,0,18.33333,72329.67,94689.59,86302.39,0,0,0,0,0,0,3,0,1,1,84440.55,11.3438,,,,,0,25833.33,10.15942,0,0,0,32,370732,525663,567227,546562.3,1,1,100,1
3859,10524,,12,,1928,15,0,1966,,1951,100,0,0,36,38,38,40,23,21,0,1,0,1,0,67921.39,0,0,71523.55,0,0,55529.88,0,0,3,0,64991.61,11.08201,11.08201,0,17,84058.8,88812.31,81987.27,0,0,0,0,0,0,3,0,1,1,84952.8,11.34985,,,,,1,23666.67,10.07182,0,0,5979.279,28,378554,501476,540110,521601.3,1,1,100,1
17,69,,14,,1929,14,0,1966,,1952,100,0,0,39,37,41,39,23,25,0,1,0,1,0,2189.6,0,0,87326.85,0,0,1830.454,0,0,3,0,30448.97,10.32381,10.32381,0,16,0,0,0,1,0,1,0,1,0,0,1,1,1,0,,,,,,0,,,1,0,0,27,357519,469108,500867,485376.3,1,0,100,1
1389,4042,,17,1919,,17,1,1966,,1949,0,0,0,46,45,47.33333,46.33333,29,30,0,0,1,0,0,82536.32,0,0,78095.73,0,0,96590.86,0,0,3,0,85740.97,11.35909,11.35909,0,17.33333,93833.09,104485.1,89179.14,0,0,0,0,0,0,3,0,1,1,95832.43,11.47036,,,,,1,28333.33,10.25179,0,1,,,370732,595927,656873,625908.3,1,1,0,1
2946,8136,,12,1919,1923,16,1,1966,,1950,100,0,0,46,41,47.33333,43,26,31,0,0,1,1,1,96269.82,0,0,79197.83,0,0,103538.9,0,0,3,0,93002.17,11.44038,11.44038,0,16.33333,67794.41,61711.5,60411.68,0,0,0,0,0,0,3,0,1,1,63305.86,11.05573,,,,,0,18466.67,9.823723,0,0,2371.892,27,372835,497285,546583,522869,1,1,100,1
4203,11435,,12,1919,1923,17,1,1966,,1949,0,0,0,46,41,47.33333,42.33333,25,30,0,0,1,1,1,50408.79,0,0,34121.27,0,0,5449.414,0,0,3,0,29993.16,10.30872,10.30872,0,17.33333,0,65303.17,,1,0,0,0,0,1,1,0,1,1,32651.59,10.39365,,,,,1,0,,1,1,,,105875,147681,150871,149276,1,0,0,1
416,1259,,14,,1930,15,0,1966,,1951,0,0,0,39,36,41,38,21,24,0,1,0,1,0,57732.45,0,0,55856.49,0,0,46432.52,0,0,3,0,53340.49,10.88445,10.88445,0,17,,25337.63,45164.92,0,1,0,0,0,0,2,0,1,1,35251.27,10.47026,,,,,0,10750,9.282661,0,1,,,410536,577800,601853,589826.5,1,0,0,1
