survey,id,women,wt_nls_parent,wt_nls_kid,wt_nls_avg
1979,1695,0,2180.133,1355.431,1767.782
1979,1696,0,913.9972,2203.085,1558.541
1979,1697,0,340.5793,1619.629,980.104
1979,1698,0,992.8077,2012.831,1502.819
1966,1701,0,274986.8,395985.1,335485.9
1966,1702,0,267320.3,369429.3,318374.8
1966,1702,1,413004.5,544294.9,478649.7
1979,1702,0,2543.246,794.7144,1668.98
1979,1703,1,1716.637,2217.593,1967.115
1979,1704,1,1430.897,1404.799,1417.848
1966,1707,1,445767.8,412515.1,429141.4
1966,1711,0,276122.6,298546.7,287334.7
1966,1711,1,532162.8,401972,467067.4
1966,1712,0,373639.6,547505,460572.3
1966,1713,0,188952.5,227333.9,208143.2
1966,1713,1,423533.9,927773.9,675653.9
1966,1714,0,490502.3,353581.1,422041.7
1966,1714,1,520939.6,529607.4,525273.5
1979,1717,0,628.4409,1829.318,1228.88
1966,1720,0,302152.2,424713,363432.6
1966,1720,1,419414.2,268664.6,344039.4
1966,1723,0,445119.2,373917.6,409518.4
1979,1723,1,411.7772,896.9267,654.3519
1966,1724,0,251177.1,315451.7,283314.4
1979,1724,0,826.0737,836.3727,831.2232
1966,1725,0,398542.4,348954.8,373748.6
1979,1725,1,3889.661,6143.046,5016.354
1979,1727,1,4592.493,2528.422,3560.458
1966,1728,1,431990,409245.7,420617.9
1966,1729,0,487580.5,400969.2,444274.9
1966,1729,1,571867.9,488891.1,530379.5
1966,1731,0,491161.4,325932.7,408547
1979,1731,0,2307.937,6298.063,4303
1966,1732,0,353830,279066.6,316448.3
1966,1732,1,1135854,695803.9,915829.1
1966,1733,0,353830,305349.9,329590
1966,1733,1,435771.1,576572.9,506172
1966,1734,1,452971.1,426985.9,439978.5
1966,1735,0,409199.7,383963.2,396581.4
1966,1736,0,285374.9,307053.2,296214.1
1979,1736,1,1126.706,2547.288,1836.997
1966,1737,0,285374.9,379811.9,332593.4
1979,1737,1,555.7281,586.7119,571.22
1979,1741,0,6658.603,6492.155,6575.379
1966,1742,0,259893.6,358133.5,309013.5
1966,1742,1,289131.7,191736.9,240434.3
1966,1743,0,252647.9,289224.1,270936
1979,1743,0,1497.62,7174.822,4336.221
1966,1745,1,408319.9,715749.3,562034.6
1979,1745,1,3427.59,4953.76,4190.675
1966,1746,0,241749.9,269445.8,255597.8
1979,1748,0,1510.142,6002.278,3756.21
1966,1749,1,627708.9,556761.5,592235.3
1966,1751,1,219613.3,532041.3,375827.3
1966,1752,1,292662.8,490753.4,391708.1
1979,1752,1,1343.143,1481.327,1412.235
1966,1753,0,380549.2,337684.9,359117.1
1966,1753,1,241289,462074.7,351681.8
1966,1755,1,283608.1,566888.7,425248.4
1979,1755,0,657.6826,678.2169,667.9498
1966,1756,1,512742.1,565921.1,539331.6
1979,1756,0,1382.379,830.6285,1106.504
1966,1758,0,297872.3,322008.3,309940.3
1979,1758,1,454.8197,1368.528,911.6741
1966,1759,0,324333.9,340029.1,332181.5
1979,1759,0,1993.025,1184.996,1589.01
1966,1761,1,435909.3,705257.6,570583.4
1966,1762,1,486437.7,559769.8,523103.8
1979,1763,0,779.656,1500.489,1140.073
1979,1764,0,5143.994,6639.852,5891.923
1966,1765,0,385519.8,459947.4,422733.6
1966,1766,0,374772.2,451397.6,413084.9
1966,1766,1,273804.6,372552.2,323178.4
1966,1767,1,291697.8,614489.1,453093.4
1966,1768,1,358783.3,388996.2,373889.8
1979,1768,1,4051.259,4468.317,4259.788
1966,1769,1,517970.2,472020.6,494995.4
1979,1769,1,4208.696,4353.565,4281.13
1966,1770,1,496970.4,344602.1,420786.3
1966,1771,0,436652.4,331927.8,384290.1
1966,1771,1,657181,303503.8,480342.4
1979,1771,0,2910.809,5525.907,4218.358
1966,1772,0,380008.4,340737.2,360372.8
1966,1772,1,507653.6,340892.4,424273
1979,1772,0,1653.863,1146.637,1400.25
1966,1775,1,230176.8,460351.8,345264.3
1979,1775,1,638.1531,742.4635,690.3083
1966,1776,0,328963.4,270030,299496.7
1979,1776,1,2437.865,2952.755,2695.311
1966,1777,0,319792.8,466365.2,393079
1966,1779,1,345448.8,470796.1,408122.4
1979,1780,0,3301.504,4750.471,4025.988
1979,1782,0,1532.449,1241.533,1386.991
1966,1784,1,402001,530233,466117
1979,1784,0,4672.898,5471.611,5072.255
1979,1785,1,2985.885,6752.358,4869.122
1979,1786,1,4225.882,3265.493,3745.688
1966,1787,1,325195.8,359014.4,342105.1
1979,1787,1,6044.692,2796.41,4420.551
1966,1788,0,351994.3,226973,289483.7
1966,1788,1,312011.6,365491.2,338751.4
1979,1788,0,4405.539,5973.104,5189.321
1966,1789,1,312011.6,301980.8,306996.2
1966,1790,0,383020.3,453228,418124.2
1979,1790,0,4470.287,6892.228,5681.257
1966,1791,1,567117.9,634811.3,600964.6
1979,1791,0,3665.066,4603.946,4134.506
1979,1792,0,6624.416,4966.462,5795.439
1979,1793,1,2877.483,4675.237,3776.36
1979,1794,1,13294.49,4899.204,9096.848
1966,1796,0,414745.2,451620.7,433182.9
1979,1796,0,3794.673,5738.158,4766.416
1966,1797,0,449412.7,278571.8,363992.3
1966,1797,1,385723.1,532703.7,459213.4
1979,1797,1,2028.646,4374.298,3201.472
1966,1798,0,436884.3,365179.5,401031.9
1979,1798,1,3693.375,4900.892,4297.133
1966,1799,0,667220.6,390625.9,528923.3
1979,1799,1,4395.885,3756.977,4076.431
1979,1802,0,1234.025,6974.545,4104.285
1966,1803,1,377772.3,262108.6,319940.4
1966,1805,0,310446.8,309729.3,310088
1966,1806,0,301792.3,349995.1,325893.7
1966,1807,1,379557.8,318144.9,348851.4
1966,1808,0,656260.4,436501.7,546381.1
1966,1809,0,637965.1,567109.3,602537.2
1966,1810,0,343729.8,393818.8,368774.3
1966,1810,1,594166.4,343814,468990.2
1979,1810,0,12650.69,2595.273,7622.983
1979,1811,0,1519.208,1090.149,1304.679
1966,1812,1,298466.9,481457.8,389962.4
1979,1812,0,2447.962,1706.834,2077.398
1979,1813,0,9542.327,4691.346,7116.837
1979,1816,1,1304.685,1462.639,1383.662
1966,1817,1,695044.1,388585.4,541814.8
1966,1818,0,244997.5,246300.1,245648.8
1979,1819,0,1888.514,1606.93,1747.722
1966,1821,0,311196.2,306970.8,309083.5
1979,1822,0,725.3447,645.95,685.6473
1966,1823,1,191485.8,293905,242695.4
1979,1823,0,1594.902,1940.903,1767.903
1966,1824,0,418610,435449.2,427029.6
1966,1826,0,287403,586322.2,436862.6
1966,1827,1,420383.8,319613.3,369998.5
1966,1828,1,335213.2,346874.4,341043.8
1979,1828,1,2248.678,997.575,1623.126
1979,1830,0,4133.777,644.2038,2388.99
1979,1831,1,4791.963,651.2288,2721.596
1966,1833,1,334271.7,355459.7,344865.7
1966,1834,0,194131.7,370080.1,282105.9
1966,1834,1,445460,496459.1,470959.5
1966,1835,0,272182.3,495629.8,383906.1
1966,1838,0,284050.4,367264,325657.2
1979,1838,1,682.7557,1273.524,978.14
1966,1839,0,404536.3,301248.4,352892.4
1966,1839,1,556363.2,447242.4,501802.8
1979,1839,1,965.8789,1667.995,1316.937
1979,1841,1,1181.377,4037.139,2609.258
1966,1842,0,365752.4,333502.5,349627.4
1979,1842,1,2059.411,2883.171,2471.291
1979,1848,1,365.7801,1508.915,937.3475
1966,1849,0,471126.3,283344,377235.2
1979,1849,1,5288.835,4183.919,4736.377
1966,1853,0,305972.6,624687.7,465330.1
1966,1853,1,313696.2,470648.9,392172.5
1966,1854,1,444993.4,432645.4,438819.4
1979,1854,0,2185.217,5872.901,4029.059
1966,1855,0,434484.6,334880.3,384682.4
1966,1855,1,83268.77,104456.2,93862.48
1979,1855,0,2191.674,8393.852,5292.763
1979,1856,1,5552.143,3012.254,4282.198
1966,1859,0,366085.6,477220.2,421652.9
1966,1860,0,355879.3,310609.3,333244.3
1966,1860,1,536719,203064,369891.5
1979,1860,1,8088.775,6749.485,7419.13
1966,1863,1,366447.8,290448.6,328448.2
1966,1866,0,304895.4,511943.9,408419.7
1966,1866,1,425819.9,326484.5,376152.2
1966,1867,1,523751,716536,620143.5
1979,1867,0,13868.26,6320.357,10094.31
1979,1869,0,1590.65,7745.898,4668.274
1979,1873,0,18228.13,6245.43,12236.78
1966,1875,0,391501.8,426759.8,409130.8
1966,1876,0,257668.4,369511.5,313590
1966,1877,1,468845.5,165259.1,317052.3
1966,1880,1,205119.3,257567.9,231343.6
1966,1881,1,288610.7,426519.7,357565.2
1979,1881,0,8560.914,7801.065,8180.99
1966,1883,0,300762.1,271892.6,286327.4
1979,1883,1,3740.041,7001.944,5370.992
1979,1884,0,5198.871,7392.783,6295.827
1966,1885,1,172418.7,121018.8,146718.8
1966,1886,0,298472.5,263507.7,280990.1
1966,1886,1,172418.7,211196.4,191807.6
1966,1888,0,277197.3,291027,284112.2
1979,1888,1,2796.461,4579.985,3688.223
1966,1889,0,385836,386491.8,386163.9
1966,1889,1,115332.7,198370.8,156851.7
1979,1889,0,3069.705,6685.323,4877.514
1966,1890,0,385836,473130.9,429483.4
1966,1890,1,521954.3,578135.7,550045
1979,1890,0,3499.371,4408.798,3954.085
1966,1891,0,375079,362543.6,368811.3
1966,1893,1,296757.2,418287.6,357522.4
1979,1894,0,1390.348,5961.026,3675.687
1966,1895,0,407162.2,374339.2,390750.7
1966,1896,0,329690.5,326758.2,328224.3
1966,1896,1,307392.9,545945.1,426669
1966,1897,0,318442.1,481224.9,399833.5
1966,1898,1,438142.8,487652.9,462897.9
1966,1901,0,518429.1,285312.2,401870.6
1966,1901,1,479037.1,310137,394587.1
1979,1902,1,5048.77,6075.344,5562.057
1966,1904,0,462637.8,348093.3,405365.6
1979,1904,1,9539.604,3740.957,6640.281
1979,1905,1,9323.317,3462.472,6392.895
1979,1911,0,13637.91,4187.697,8912.805
1979,1912,1,1609.195,4658.004,3133.599
1979,1913,1,8279.95,6236.819,7258.385
1979,1916,0,7691.334,4061.459,5876.396
1979,1917,0,3056.965,6488.489,4772.727
1979,1919,0,3506.274,4932.169,4219.222
1966,1920,0,296469,314509.5,305489.2
1979,1920,0,2019.418,4615.76,3317.589
1966,1922,0,421112.8,557111.1,489111.9
1979,1924,0,2778.183,5497.326,4137.754
1966,1925,1,272548.2,174600.9,223574.6
1966,1927,1,823412.1,353664.3,588538.2
1979,1927,1,7359.116,4736.229,6047.672
1966,1928,0,239323.5,335111.5,287217.5
1966,1929,0,270463.5,460199.4,365331.5
1966,1929,1,330883.4,525707.9,428295.7
1966,1930,0,377437.1,330261,353849.1
1979,1930,0,1823.143,5500.949,3662.046
1979,1931,0,2510.958,5317.606,3914.282
1979,1932,1,5193.905,3825.702,4509.804
1966,1935,0,237074.2,251355.4,244214.8
1966,1938,1,166486.9,114034.5,140260.7
1966,1941,1,122993.2,125680.7,124336.9
1966,1942,0,328921.8,443672.5,386297.1
1966,1942,1,125346.3,194793.1,160069.7
1966,1943,1,125346.3,196064.2,160705.3
1966,1944,1,169445.3,164881.6,167163.4
1979,1945,0,2674.68,1271.799,1973.24
1979,1947,1,3748.104,5283.878,4515.991
1979,1948,1,4012.449,3172.076,3592.263
1966,1950,1,146407.5,140894.4,143650.9
1979,1950,0,3078.605,5842.156,4460.38
1979,1951,1,3429.287,3056.084,3242.686
1979,1952,0,3816.079,4617.585,4216.832
1966,1953,1,490776.7,883459.1,687117.9
1979,1953,1,7180.167,2556.989,4868.578
1979,1954,1,2261.386,4161.031,3211.209
1966,1955,0,260971,381770.8,321370.9
1979,1955,0,14183.78,4038.829,9111.304
1966,1956,0,328647.2,303684.2,316165.7
1966,1960,0,370773.8,320611.4,345692.6
1979,1960,1,4458.494,3311.972,3885.233
1966,1961,0,277543.6,271699.6,274621.6
1966,1962,0,277543.6,390472,334007.8
1979,1963,0,2540.447,6300.504,4420.476
1966,1965,1,420327.6,201870.3,311098.9
1979,1966,0,2073.131,5186.476,3629.804
1966,1967,0,273712,554833.8,414272.9
1979,1967,1,2614.815,5846.219,4230.517
1966,1968,0,172450.7,266721.9,219586.3
1966,1968,1,767781.8,457550.4,612666.1
1966,1970,0,419591.3,313151.5,366371.4
1979,1971,0,5587.104,5539.033,5563.069
1966,1974,1,435706.7,452134.1,443920.4
1979,1974,1,2900.453,2718.254,2809.353
1979,1975,0,3263.134,6070.797,4666.965
1966,1976,0,221653.3,309070,265361.6
1979,1976,1,3245.927,2774.747,3010.337
1979,1977,0,2831.577,5457.478,4144.527
1966,1978,0,170827.7,292238.2,231532.9
1966,1978,1,215947.6,588386.9,402167.2
1979,1978,0,3416.489,6209.916,4813.202
1966,1979,1,396985.5,402742.3,399863.9
1966,1980,0,354251.4,312859.3,333555.4
1966,1981,1,541782.9,525570.8,533676.8
1966,1982,0,345421.6,385713.5,365567.6
1966,1982,1,388489.2,634227.6,511358.4
1979,1984,0,3735.648,2456.993,3096.321
1966,1985,1,443488.6,564227.6,503858.1
1979,1985,1,4961.131,4172.341,4566.736
1966,1986,1,395102.4,608917,502009.7
1979,1989,0,1895.578,7352.182,4623.88
1966,1991,0,314206.1,307681.9,310944
1979,1991,0,4526.813,5032.722,4779.768
1966,1992,0,401012.6,476095.4,438554
1979,1992,0,5160.397,5224.557,5192.477
1966,1993,0,398597.9,526282.4,462440.1
1966,1995,1,321546.4,394453.7,358000.1
1979,1995,1,3749.985,4995.952,4372.969
1979,1997,1,3727.963,2630.778,3179.371
1966,1998,1,359218.1,326979.9,343099
1979,1998,0,3950.61,4439.9,4195.255
1966,1999,0,598079.4,372683.9,485381.7
1979,1999,1,3658.709,6351.205,5004.957
1979,2001,0,6473.788,4920.554,5697.171
1966,2002,0,346522.7,325625.3,336074
1966,2005,0,347717.5,308659.4,328188.5
1966,2005,1,401428.3,366125.5,383776.9
1979,2005,0,1741.92,5355.451,3548.686
1966,2006,0,196592.8,359976.7,278284.7
1979,2006,0,1332.854,4086.441,2709.647
1979,2007,0,12194.13,4887.841,8540.983
1979,2008,1,1333.741,6234.605,3784.173
1966,2013,1,417020.7,435744.8,426382.8
1966,2014,1,125659.2,222189.2,173924.2
1966,2015,0,292485.1,225671,259078.1
1966,2015,1,123853.1,118510.8,121182
1979,2015,0,2194.995,1839.598,2017.296
1979,2016,1,7019.389,2685.089,4852.239
1966,2017,0,256102.9,284018.6,270060.8
1979,2017,1,10257.79,3608.853,6933.322
1966,2018,1,1226518,763048.3,994783.1
1966,2019,1,443755.3,542036.1,492895.7
1979,2019,0,3893.42,7546.316,5719.868
1966,2020,0,478928.8,285750.8,382339.8
1979,2020,0,3741.176,8669.673,6205.424
1966,2021,0,465576.9,294228.2,379902.6
1966,2023,1,918077.2,623819.5,770948.4
1966,2024,0,312802,292000.3,302401.2
1966,2026,0,407273.3,432068,419670.6
1966,2026,1,298068.8,457066.2,377567.5
1979,2026,0,16673.1,6755.323,11714.21
1966,2027,1,550183.9,417763.3,483973.6
1966,2028,1,617284.4,517393.2,567338.8
1979,2031,0,8705.158,6126.644,7415.901
1966,2032,1,362197.3,403766.8,382982.1
1979,2032,0,9213.775,6458.495,7836.135
1966,2033,1,482628.1,599338.1,540983.1
1979,2033,0,4212.328,5381.277,4796.803
1966,2034,0,86841.66,106740.5,96791.08
1966,2035,0,84713.33,76782.7,80748.02
1966,2035,1,512828.5,258498.9,385663.7
1979,2035,1,1705.852,3689.236,2697.544
1966,2036,1,554094.6,480879.1,517486.9
1979,2037,1,844.8337,1290.253,1067.543
1966,2038,1,559942.6,734556.1,647249.4
1979,2038,0,2746.308,3109.453,2927.88
1966,2040,1,463452.8,607548.4,535500.6
1979,2040,0,3688.748,6402.757,5045.752
1966,2041,1,502101.9,302533.6,402317.8
1979,2041,0,4205.035,6156.978,5181.006
1979,2042,1,1844.041,2442.994,2143.517
1966,2044,0,446363.3,688283.6,567323.4
1966,2045,0,265085.3,347329.4,306207.3
1979,2045,0,6327.488,6429.098,6378.293
1966,2046,0,375472.8,381581.1,378526.9
1979,2046,1,6303.063,4704.673,5503.868
1966,2048,0,420016.4,290171,355093.7
1966,2049,0,268443.3,303603.3,286023.3
1966,2049,1,440329.2,325445.1,382887.2
1979,2049,1,6532.376,3026.603,4779.489
1966,2050,0,236265.7,480114.4,358190.1
1979,2051,0,3559.348,6458.007,5008.678
1966,2052,1,350306.1,345712.7,348009.4
1966,2053,0,343462.3,357444.8,350453.5
1966,2054,0,205482,484099.8,344790.9
1979,2057,1,2948.67,5989.744,4469.207
1979,2058,1,1162.601,839.9268,1001.264
1966,2060,0,307245.3,414695.8,360970.6
1966,2061,0,255192.8,429673.8,342433.3
1966,2061,1,1129899,597176.6,863537.9
1979,2061,1,2431.91,1439.602,1935.756
1966,2062,1,523497.1,427692.5,475594.8
1979,2062,1,2565.473,3497.935,3031.704
1979,2063,1,1825.542,4362.936,3094.239
1966,2064,0,313117.7,401240.1,357178.9
1966,2065,1,381516.7,534922.2,458219.4
1979,2065,0,7483.758,3684.781,5584.27
1966,2066,0,354282.1,429656.9,391969.5
1966,2066,1,413315.6,551003.9,482159.8
1979,2066,1,7875.147,4437.846,6156.497
1979,2067,0,9462.209,3671.018,6566.613
1966,2068,1,645745.1,615438.3,630591.7
1979,2068,1,11308.9,2458.225,6883.562
1979,2069,0,11172.26,4563.845,7868.051
1979,2071,1,3201.368,6288.41,4744.889
1979,2072,1,3325.204,8494.445,5909.824
1966,2074,1,86499.98,107181,96840.47
1979,2074,1,2018.262,6299.847,4159.055
1966,2075,0,261073.6,300483.2,280778.4
1966,2075,1,107505.1,100164.6,103834.9
1966,2076,1,150711.2,146687.7,148699.4
1966,2078,0,373807.2,416132,394969.6
1979,2078,0,7532.208,4882.983,6207.596
1966,2080,0,350940.8,271084.8,311012.8
1966,2082,0,420038.2,270658.6,345348.4
1979,2082,1,3983.658,6471.31,5227.484
1966,2084,1,564510.6,592184.8,578347.6
1979,2085,0,5343.04,6167.541,5755.29
1966,2087,0,395680.4,371641.6,383661
1979,2088,1,3541.929,4358.465,3950.197
1966,2089,1,287114.3,367262,327188.2
1979,2089,0,3069.62,4328.282,3698.951
1979,2090,0,3702.996,6549.048,5126.022
1979,2091,0,4601.147,4854.01,4727.579
1966,2092,1,523782.1,633817.5,578799.8
1979,2092,0,5550.535,4832.24,5191.388
1966,2095,0,333475.7,366735.3,350105.5
1966,2096,0,324178.5,271436.6,297807.6
1966,2098,0,311419.8,313816.6,312618.2
1979,2098,1,4187.438,4955.688,4571.563
1966,2099,0,374316.5,356649.5,365483
1979,2099,1,4418.101,3788.097,4103.099
1966,2102,0,1241902,1281828,1261865
1966,2106,1,519455.3,432216.6,475835.9
1979,2107,0,8917.67,7627.05,8272.359
1966,2109,1,86789.74,146266.3,116528
1979,2109,0,3666.582,5305.623,4486.103
1966,2110,1,101392.2,139574,120483.1
1979,2110,0,5023.131,5092.323,5057.728
1966,2111,1,178487.8,234729.5,206608.7
1979,2111,0,5315.784,4680.163,4997.974
1966,2112,1,115785.2,109981.1,112883.2
1966,2113,0,61227.42,55514.84,58371.13
1966,2113,1,131644.7,128289.6,129967.1
1979,2113,0,2918.392,3736.973,3327.683
1966,2114,0,78200.52,103336.9,90768.69
1966,2115,0,76020.33,68518.25,72269.29
1979,2116,0,3828.984,5115.071,4472.027
1979,2118,0,3199.242,5704.978,4452.11
1966,2119,1,403670.7,315059,359364.8
1966,2120,1,538700.3,309101.4,423900.8
1979,2120,1,3197.637,4436.325,3816.981
1966,2121,1,662592.3,573480.6,618036.4
1966,2123,1,123595.3,106756.4,115175.9
1979,2123,1,1419.195,4363.803,2891.499
1966,2124,1,145856.3,91708.73,118782.5
1979,2124,1,1807.619,4242.83,3025.225
1966,2127,1,155219.7,141203.6,148211.7
1979,2127,0,2409.876,1861.638,2135.757
1979,2128,1,1881.842,1034.883,1458.362
1979,2132,1,4284.716,3384.412,3834.564
1966,2133,0,366825.8,302760.4,334793.1
1979,2133,1,4224.731,4517.982,4371.356
1966,2134,0,441458.5,317356.3,379407.4
1979,2134,1,2054.271,6781.436,4417.853
1966,2135,1,466915.3,376936.3,421925.8
1979,2135,0,2760.949,4998.63,3879.79
1966,2136,0,438053.2,324260.5,381156.9
1966,2136,1,574297.6,436665.5,505481.6
1966,2137,0,425841.5,275967.7,350904.6
1966,2138,1,428857.2,706074.9,567466.1
1979,2138,0,2958.978,4331.579,3645.278
1966,2139,1,316040.2,828209.8,572125
1966,2140,0,320153.4,463937.4,392045.4
1979,2140,1,3115.185,4238.72,3676.952
1966,2141,0,320153.4,387175.5,353664.5
1979,2141,0,2727.662,5301.214,4014.438
1979,2143,0,3063.621,7534.136,5298.878
1966,2144,1,399063.3,590176.3,494619.8
1966,2147,0,502052.5,406521.8,454287.1
1979,2147,0,6458.866,7802.37,7130.618
1979,2148,1,2151.797,6088.388,4120.093
1966,2149,0,403792.8,335224.9,369508.9
1966,2149,1,1209690,552329.9,881009.9
1979,2149,0,3473.819,8001.501,5737.66
1979,2151,0,11389.14,6790.795,9089.97
1966,2152,1,465769.8,455320.4,460545.1
1966,2153,1,620663.4,470508.9,545586.1
1979,2153,1,4577.649,5162.865,4870.257
1966,2154,1,566675.9,626619.3,596647.6
1966,2156,0,442422.5,284236.1,363329.3
1979,2156,1,2625.757,7253.666,4939.711
1979,2160,0,2429.28,1873.251,2151.265
1979,2162,1,8882.911,2608.176,5745.543
1966,2164,1,530090.8,827494,678792.4
1966,2165,1,560376.1,550654.3,555515.3
1979,2167,1,5582.736,5457.67,5520.203
1966,2168,1,519712.7,521133.4,520423.1
1979,2169,0,409.9232,1490.996,950.4594
1966,2170,1,401878.2,696185,549031.6
1979,2170,0,466.2195,1574.443,1020.331
1966,2171,1,370053.3,472738.8,421396
1979,2171,0,1007.02,1234.947,1120.983
1966,2172,0,337230.2,506171.8,421701
1966,2172,1,455159,560909.2,508034.1
1979,2172,0,4543.306,3389.819,3966.562
1966,2174,0,234146.4,339486.7,286816.6
1966,2176,1,646835.7,475039.4,560937.5
1966,2177,1,620611.9,310252.4,465432.2
1966,2178,0,422206.5,621380.8,521793.6
1966,2178,1,555564.7,509327.9,532446.3
1979,2178,0,5543.231,4652.708,5097.97
1966,2179,0,63350.12,66009.55,64679.84
1966,2180,0,101391.4,131086.2,116238.8
1966,2180,1,437699.2,341862.3,389780.8
1979,2180,0,11086.6,6736.572,8911.587
1966,2183,1,751309.1,534692.4,643000.8
1966,2186,1,443311.2,405980.7,424645.9
1966,2187,0,371658.8,467574.9,419616.9
1979,2187,0,3036.361,6331.603,4683.982
1966,2188,0,413507.3,429912.1,421709.7
1979,2188,0,2917.93,6337.294,4627.612
1966,2191,1,469434.9,805011.6,637223.3
1966,2192,1,577397,599278.3,588337.6
1979,2194,0,6109.732,5711.792,5910.762
1966,2195,0,392818,377662.2,385240.1
1966,2195,1,539715.5,647917.2,593816.4
1966,2196,1,524780.8,707534.9,616157.8
1966,2197,1,524780.8,518011.3,521396.1
1979,2200,1,6695.343,2668.45,4681.896
1966,2201,0,387809.7,306360.4,347085.1
1966,2202,0,302410.6,416303.8,359357.2
1966,2202,1,692530.6,437627.4,565079
1979,2202,0,2069.339,3697.913,2883.625
1966,2203,0,293979.9,579558.8,436769.3
1979,2203,1,1336.354,4991.954,3164.154
1966,2204,1,312158.7,300514.2,306336.4
1979,2204,1,3910.22,3448.263,3679.241
1979,2205,1,3991.788,3250.871,3621.33
1966,2206,1,566764.6,966544.3,766654.5
1966,2207,1,343631.5,700356.3,521993.9
1979,2207,0,4054.363,5952.133,5003.248
1979,2208,0,1201.318,1721.317,1461.317
1979,2209,0,1209.069,1477.781,1343.425
1979,2210,1,1577.645,1706.906,1642.275
1966,2211,1,506789.6,377970,442379.8
1966,2212,0,34801.46,89280.02,62040.74
1966,2213,0,403952.9,299915.9,351934.4
1979,2214,1,2382.612,1860.261,2121.436
1966,2218,1,337366.2,467396.1,402381.1
1979,2218,0,5616.959,5381.692,5499.325
1966,2219,0,296860.5,333533.4,315196.9
1966,2219,1,314119.2,403588.8,358854
1979,2219,0,6985.736,6196.876,6591.307
1966,2220,1,451773.8,648097,549935.4
1979,2224,1,9617.889,6650.593,8134.241
1979,2225,1,2250.248,2240.556,2245.402
1966,2228,0,372806.2,404623.2,388714.7
1966,2229,0,372806.2,775512.6,574159.4
1979,2229,1,4991.346,5291.226,5141.286
1966,2230,0,372806.2,324685.3,348745.7
1979,2230,1,6358.363,4982.313,5670.338
1966,2231,1,416760.2,468338.4,442549.3
1979,2232,1,1765.585,4591.85,3178.718
1979,2233,0,6800.894,5882.257,6341.575
1966,2234,1,312559.3,230207.1,271383.2
1979,2234,1,5577.692,3330.921,4454.307
1966,2235,1,575772.9,490398.9,533085.9
1966,2237,1,385657.2,270568.1,328112.6
1966,2238,0,629693.3,389925.9,509809.6
1979,2238,0,861.5297,4230.116,2545.823
1979,2239,0,8604.053,4517.821,6560.937
1966,2242,1,624468.3,543910.8,584189.5
1979,2243,1,1387.74,3878.792,2633.266
1966,2246,0,254968.3,302758.6,278863.4
1966,2247,0,285339.8,308386.2,296863
1966,2249,0,376510.8,347850.8,362180.8
1979,2249,1,9578.036,3761.96,6669.998
1966,2253,1,405729.5,306858.7,356294.1
1979,2253,1,2362.327,661.4201,1511.874
1966,2254,1,389280.5,502003.9,445642.3
1979,2254,1,373.3078,692.0546,532.6812
1979,2255,0,574.2937,1281.26,927.7767
1966,2256,0,609393.6,360092.5,484743
1979,2256,0,3045.026,3631.329,3338.177
1966,2257,0,592403.9,339156.6,465780.2
1979,2259,1,449.7683,1787.786,1118.777
1966,2260,1,342055.9,449152.4,395604.2
1979,2260,1,3053.381,1433.682,2243.531
1979,2261,0,11229.84,6404.129,8816.987
1966,2264,0,326316.7,370339.5,348328.1
1966,2264,1,368362.9,389007.6,378685.2
1979,2265,1,1388.437,1534.264,1461.35
1966,2266,1,352301.2,466073.2,409187.2
1979,2266,0,1461.334,2049.693,1755.513
1966,2267,1,469460.4,198320.9,333890.6
1966,2268,0,288823.9,371886.3,330355.1
1966,2269,0,280772,481071.7,380921.8
1966,2270,1,496241.5,405568.7,450905.1
1966,2271,1,423464.8,386165.8,404815.3
1979,2271,1,3056.918,2037.403,2547.16
1966,2272,1,520854.3,290182.7,405518.5
1979,2272,1,1572.044,1290.648,1431.346
1979,2273,0,2951.519,2992.934,2972.227
1966,2274,0,403341.8,365335.6,384338.7
1966,2275,1,312778.8,421365.7,367072.3
1966,2276,1,384712.4,277809.7,331261.1
1979,2276,0,2031.719,1762.971,1897.345
1966,2277,0,369663.3,375632.3,372647.8
1979,2277,0,3802.649,4704.754,4253.702
1966,2278,1,449380.6,378260.4,413820.5
1966,2279,1,364824.6,294107.4,329466
1966,2280,0,345566.9,357821.4,351694.1
1966,2281,0,365843.4,285661.5,325752.4
1966,2282,0,385599.3,394429.8,390014.6
1966,2282,1,400551.4,302399.8,351475.6
1966,2284,0,475944.2,422263.1,449103.6
1966,2285,1,612140,571034.4,591587.2
1979,2286,1,1475.482,3906.612,2691.047
1966,2287,1,498385.7,320755.2,409570.4
1979,2287,1,2310.133,3655.365,2982.749
1979,2288,1,2373.435,4721.376,3547.406
1966,2289,1,365609.8,232094.8,298852.3
1966,2290,1,584949.7,700371.1,642660.4
1979,2290,1,2217.257,4750.614,3483.936
1979,2291,0,2409.664,4365.796,3387.73
1966,2292,1,381879.2,293137.4,337508.3
1979,2294,1,6180.222,3473.622,4826.922
1966,2296,0,395947.2,266952.5,331449.8
1979,2302,0,6083.332,3141.15,4612.241
1966,2303,0,317161.6,433660.8,375411.2
1966,2304,0,319495.3,497491.5,408493.4
1966,2304,1,98548.05,75391.01,86969.53
1966,2305,0,319495.3,351836.9,335666.1
1979,2305,0,990.0836,5275.282,3132.683
1979,2306,0,2202.057,5881.1,4041.578
1966,2307,1,202481.9,107487.3,154984.6
1966,2308,0,286131.3,521630.1,403880.7
