survey,id,women,wt_nls_parent,wt_nls_kid,wt_nls_avg
1966,3673,0,524754.7,289058.5,406906.6
1979,3674,1,1175.807,3227.918,2201.862
1979,3675,0,992.6187,5971.062,3481.84
1966,3676,0,248474.9,347010.7,297742.8
1979,3677,1,2051.735,2299.954,2175.844
1966,3678,1,507715.4,583761.6,545738.5
1979,3679,1,1669.689,2155.607,1912.648
1966,3680,0,316742,399418.5,358080.3
1966,3680,1,599164.7,658952.3,629058.5
1979,3680,0,1118.376,3469.576,2293.976
1966,3681,1,103674.8,86071.43,94873.13
1979,3681,1,948.7232,1709.867,1329.295
1966,3684,0,636871.9,321818.1,479345
1979,3690,0,3754.743,5483.819,4619.281
1979,3691,1,1352.557,1522.923,1437.74
1979,3693,0,15931.77,6932.173,11431.97
1966,3695,1,366905.7,424489.4,395697.5
1979,3695,0,1480.707,604.7087,1042.708
1966,3696,1,451287.2,573002.4,512144.8
1979,3697,1,1078.648,1630.09,1354.369
1979,3699,1,790.1938,1458.432,1124.313
1966,3702,0,104666.7,74467.02,89566.86
1966,3708,0,495998,507267.8,501632.9
1979,3710,0,3078.281,857.1865,1967.734
1966,3711,0,117161,127649.7,122405.4
1979,3712,0,7169.454,5607.444,6388.449
1966,3713,1,354867.9,469326.7,412097.3
1966,3716,0,336849.5,311962.6,324406.1
1966,3717,0,327458.8,386148.2,356803.5
1979,3717,1,1550.184,2025.486,1787.835
1979,3718,1,1845.674,4285.237,3065.455
1966,3719,1,989515.3,625374.9,807445.1
1966,3720,1,355839.1,281322,318580.6
1979,3722,0,4645,7265.259,5955.13
1979,3723,0,11191.18,6258.007,8724.594
1979,3724,0,7760.651,6271.954,7016.303
1966,3727,1,361770.2,471735.2,416752.7
1966,3728,0,77462.6,102635.8,90049.22
1966,3728,1,444971.1,280705.8,362838.4
1979,3729,1,1414.799,5332.135,3373.467
1966,3731,0,461348.6,411977.6,436663.1
1979,3731,0,3423.525,6827.753,5125.639
1966,3732,0,350659.7,486700.9,418680.3
1979,3732,0,3581.675,4497.596,4039.635
1966,3734,1,400740.7,398292.1,399516.4
1979,3734,1,5611.011,2226.441,3918.726
1979,3735,1,1971.677,6554.154,4262.916
1979,3737,1,13476.73,3010.033,8243.381
1979,3738,1,12826.54,5571.268,9198.903
1966,3739,0,292735.7,328190.1,310462.9
1979,3740,1,5225.846,3740.905,4483.375
1979,3741,1,5513.55,4879.159,5196.354
1966,3742,0,326689.5,486986.8,406838.1
1979,3742,0,12387.86,5952.179,9170.021
1979,3743,0,11220.51,4501.11,7860.81
1966,3744,1,369439.7,355361.5,362400.6
1966,3750,1,155961.7,388164.1,272062.9
1979,3750,0,3677.685,4648.8,4163.242
1966,3751,1,442731.5,512523.8,477627.7
1979,3751,0,4191.688,4804.899,4498.294
1979,3753,1,2028.718,4738.82,3383.769
1966,3754,0,316320,340582.1,328451.1
1966,3755,0,443514,558139.4,500826.7
1979,3755,1,1540.329,2667.467,2103.898
1966,3756,0,615219,295971.1,455595.1
1979,3756,1,4169.593,6187.862,5178.728
1979,3757,0,2116.803,4436.769,3276.786
1966,3758,0,339175.9,466375,402775.5
1966,3758,1,51788.05,140237.4,96012.71
1966,3759,1,271015.8,526000.3,398508
1979,3760,0,3893.609,5291.575,4592.592
1966,3761,0,391792.9,483207.1,437500
1979,3762,0,1202.368,4668.807,2935.587
1966,3763,1,354180.5,275034.8,314607.6
1966,3769,0,48282.59,122883.2,85582.91
1979,3770,1,6506.295,3754.472,5130.384
1966,3771,1,625592.9,204511.2,415052
1979,3771,1,8286.537,7946.571,8116.554
1966,3775,0,332471.7,377490.1,354980.9
1979,3775,1,3689.741,4040.989,3865.365
1979,3776,0,4006.005,6378.215,5192.11
1979,3780,0,2941.772,4168.254,3555.013
1966,3781,0,394961.2,519156.1,457058.6
1966,3783,1,385316.3,330183,357749.7
1979,3783,1,2163.133,3241.404,2702.269
1979,3784,1,3890.951,4206.03,4048.491
1966,3787,0,302603.2,519638.9,411121.1
1966,3788,0,294167.1,550711.3,422439.2
1966,3789,1,397866.1,482230.1,440048.1
1966,3792,1,555892.8,650868.6,603380.6
1966,3794,1,353405.3,520733.3,437069.3
1979,3794,1,1737.711,5284.631,3511.171
1979,3795,0,2967.227,6028.794,4498.01
1966,3796,1,608994.6,704354,656674.3
1979,3796,1,5167.944,5844.37,5506.157
1979,3797,1,4518.891,6283.851,5401.371
1966,3798,0,334639.3,259028.4,296833.9
1966,3798,1,646154.6,688982.1,667568.4
1979,3798,1,14776.2,2884.175,8830.188
1979,3800,1,20220.08,4477.801,12348.94
1966,3801,1,705770.1,546888.1,626329.1
1966,3802,0,354924,632741.3,493832.6
1966,3804,0,318785.2,531333.2,425059.2
1979,3804,1,1094.073,4324.106,2709.09
1966,3805,1,647996.6,287215.2,467605.9
1979,3805,0,2264.776,4535.297,3400.037
1966,3807,1,432023.5,403234.9,417629.2
1966,3808,0,89173.76,145629.9,117401.8
1966,3808,1,509839.3,414507.3,462173.3
1979,3809,1,1094.073,1239.016,1166.545
1979,3810,0,565.6044,4285.49,2425.547
1966,3811,1,108693.3,107712.8,108203
1966,3813,0,382109.1,338230.5,360169.8
1979,3813,1,1558.441,5835.231,3696.836
1966,3815,0,324455,558049.8,441252.4
1966,3815,1,460041.8,234118.4,347080.1
1979,3815,0,2355.245,5360.933,3858.089
1966,3816,0,351383.8,78495.38,214939.6
1966,3816,1,537442.6,513972,525707.3
1979,3816,0,598.5154,5584.391,3091.453
1966,3819,1,564410.3,598242.6,581326.4
1979,3819,1,4406.292,1790.946,3098.619
1966,3820,1,342911.9,561243.8,452077.9
1979,3824,1,591.5469,1482.399,1036.973
1966,3825,0,554567.5,320764.2,437665.8
1966,3826,1,586948.3,516381.4,551664.9
1979,3827,0,839.4526,1613.122,1226.287
1966,3828,1,496363.7,679954.8,588159.2
1979,3828,1,1700.585,1935.483,1818.034
1966,3829,1,293672.9,596047.9,444860.4
1966,3830,1,532864.4,658461.4,595662.9
1979,3830,0,3235.712,6201.439,4718.575
1966,3831,1,532864.4,435674.1,484269.3
1966,3832,0,721179.4,292618.6,506899
1979,3832,1,2571.1,5849.89,4210.495
1979,3833,0,582.6088,3489.857,2036.233
1966,3836,0,473049.1,369268.4,421158.8
1979,3836,1,4313.385,3863.935,4088.66
1979,3837,1,4555.027,5013.43,4784.229
1966,3838,0,443748,362303.2,403025.6
1966,3838,1,532070.4,381629.5,456850
1979,3838,0,4262.631,5209.292,4735.961
1966,3840,0,306044.7,394807,350425.9
1966,3842,1,557837.7,524759.1,541298.4
1979,3842,1,729.8754,1726.019,1227.947
1979,3846,1,3499.9,7850.638,5675.269
1966,3848,0,360166.8,511372.2,435769.5
1966,3848,1,571993.2,468356,520174.6
1979,3849,1,4338.613,3646.307,3992.46
1966,3850,1,369977.3,416412.1,393194.7
1979,3851,1,1913.202,4522.737,3217.97
1966,3852,0,293610.9,357700.5,325655.7
1979,3852,0,2621.509,5166.285,3893.896
1979,3853,1,806.2786,605.2441,705.7614
1979,3854,0,3130.333,4156.721,3643.527
1966,3855,1,725069.8,630930,677999.9
1979,3855,1,4121.937,2442.541,3282.239
1966,3858,1,86739.41,67413.2,77076.3
1966,3859,0,329402.9,325470.3,327436.6
1966,3860,0,330200.2,436963,383581.6
1979,3860,0,1288.065,3946.748,2617.406
1966,3861,1,119251,149727,134489
1979,3861,0,3693.482,5408.303,4550.892
1966,3863,0,526770.9,555867.6,541319.3
1966,3863,1,101868.2,79593.73,90730.98
1979,3863,0,2257.366,2333.914,2295.64
1979,3865,0,5317.044,3690.42,4503.732
1966,3867,0,96972.79,147321.1,122146.9
1966,3868,0,78177.16,110728.2,94452.66
1966,3868,1,669402,651924.7,660663.4
1979,3868,0,1491.797,4374.578,2933.188
1966,3869,0,65394.07,694395.4,379894.7
1966,3870,0,63791.05,101156.7,82473.85
1966,3870,1,403884.4,330426.1,367155.3
1966,3873,1,80476.45,58186.44,69331.45
1966,3874,0,94119.75,76326.22,85222.98
1979,3874,0,3056.544,3600.536,3328.54
1979,3875,0,1712.447,4212.804,2962.626
1979,3881,0,842.544,3636.308,2239.426
1979,3884,0,4865.471,5358.429,5111.95
1979,3885,0,4957.533,3098.746,4028.14
1979,3886,0,4354.805,5540.149,4947.477
1966,3887,0,62086.5,97566.59,79826.55
1979,3887,0,3672.087,4116.282,3894.185
1966,3888,0,110762.7,100340.1,105551.4
1979,3888,0,2569.294,5180.392,3874.843
1966,3889,0,45369.59,81271.29,63320.44
1966,3890,0,465785.6,71666.41,268726
1979,3890,0,19842.53,2722.42,11282.47
1966,3891,0,54466,63683.15,59074.57
1979,3892,0,735.7502,3965.924,2350.837
1979,3894,0,956.0231,5270.904,3113.464
1979,3897,1,2617.625,3141.169,2879.397
1979,3898,0,2097.425,3844.633,2971.029
1979,3899,1,1591.082,3337.882,2464.482
1966,3900,0,318860.2,306897.9,312879
1966,3900,1,280322.2,375446.5,327884.3
1979,3900,1,1920.891,6325.185,4123.038
1966,3901,0,318860.2,474742.8,396801.5
1966,3902,0,309971,292323.8,301147.4
1979,3902,0,4903.453,5020.887,4962.17
1966,3903,0,363510.8,427101.7,395306.2
1966,3903,1,660471.3,361161.8,510816.5
1979,3904,0,1449.262,3944.828,2697.045
1966,3906,0,755807.3,443906.7,599857
1979,3906,1,2369.74,4616.24,3492.99
1966,3909,0,283533.8,299315,291424.4
1979,3910,0,18777.93,3274.032,11025.98
1979,3911,1,5447.588,5835.184,5641.386
1979,3913,1,4109.945,3433.61,3771.778
1966,3914,1,172568.1,106734.2,139651.1
1979,3914,1,14805.99,2570.268,8688.127
1979,3915,1,26580.58,8163.497,17372.04
1966,3918,1,373426.7,449979.9,411703.3
1979,3918,1,6370.797,5349.882,5860.34
1979,3919,1,8561.866,3633.862,6097.864
1979,3920,0,1848.244,3965.918,2907.081
1979,3921,1,2024.716,1947.431,1986.073
1966,3922,1,374824,630057.6,502440.8
1966,3923,1,770544.3,596887.5,683715.9
1979,3923,1,1523.24,3679.353,2601.296
1979,3924,1,1838.531,2902.914,2370.723
1979,3925,0,1339.372,4634.563,2986.967
1979,3926,0,1615.938,7397.616,4506.777
1966,3930,1,752473.8,617239.8,684856.8
1966,3932,1,894506.4,378096.5,636301.4
1979,3932,0,1289.655,1412.206,1350.93
1979,3933,0,1316.557,1847.792,1582.174
1966,3934,1,475108.2,422467.4,448787.8
1966,3937,0,453913.1,344031.3,398972.3
1979,3938,1,686.9969,1934.159,1310.578
1979,3944,1,784.6633,1608.513,1196.588
1979,3945,1,779.2294,1040.174,909.7015
1966,3946,1,237549.1,780144.3,508846.7
1979,3946,0,1092.769,2243.892,1668.33
1966,3951,1,394796.4,433083.3,413939.9
1966,3952,0,313211.2,428375.1,370793.2
1966,3955,1,509608,348397.7,429002.8
1979,3955,0,1246.652,1367.116,1306.884
1979,3956,0,1150.274,1725.895,1438.084
1966,3960,0,291574.1,492394.9,391984.5
1979,3960,1,2201.237,1672.47,1936.854
1966,3961,0,446384.4,419004.6,432694.5
1979,3961,0,3968.297,6613.723,5291.01
1966,3962,1,531247.1,639870.8,585558.9
1966,3963,1,531247.1,476851.7,504049.4
1966,3964,1,389849.7,449579,419714.4
1979,3965,0,7389.463,4072.896,5731.179
1966,3966,1,478706,546323.6,512514.8
1966,3967,0,165004.8,440650.7,302827.7
1966,3968,1,266291.1,531544.3,398917.7
1979,3968,0,3569.13,4728.611,4148.871
1966,3969,0,386923.7,488238.9,437581.3
1979,3969,1,2282.491,5554.468,3918.479
1966,3970,1,326130.3,623954.6,475042.4
1966,3971,1,554324.9,385302.9,469813.9
1979,3971,0,6362.825,4523.459,5443.142
1966,3972,1,446158.7,620503.4,533331.1
1979,3976,0,2202.785,1865.768,2034.276
1979,3977,1,2079.544,1418.991,1749.267
1979,3978,1,2572.508,2612.635,2592.572
1966,3979,0,183468,342751.1,263109.5
1966,3980,0,299703.9,546954.1,423329
1966,3983,0,270689.8,525823.9,398256.9
1966,3984,0,286468.5,459889.6,373179.1
1979,3987,0,4657.452,1694.572,3176.012
1966,3989,0,478505.8,437830.3,458168.1
1979,3989,0,4314.978,5781.851,5048.414
1979,3991,1,9623.604,7303.621,8463.612
1966,3992,1,501443.4,531353,516398.2
1966,3993,1,616767,578499.1,597633
1966,3994,1,616767,586973.1,601870.1
1979,3994,0,3568.76,9246.154,6407.457
1979,3995,1,980.1144,1842.159,1411.137
1966,3996,1,483431.4,468372.3,475901.8
1979,3996,1,1519.078,1687.685,1603.382
1966,3997,1,594612.6,643777.1,619194.8
1966,3998,0,265200.6,355877.7,310539.2
1966,3999,0,244477.1,469548.8,357012.9
1966,3999,1,444584.9,305208.6,374896.8
1979,3999,0,3990.113,6051.063,5020.588
1966,4000,0,237661.5,421846.2,329753.9
1966,4001,0,257750.1,463970.1,360860.1
1979,4001,1,1388.396,7022.807,4205.602
1979,4002,1,1442.26,5780.436,3611.348
1979,4006,0,1866.244,1962.49,1914.367
1979,4009,0,4978.845,4946.426,4962.636
1966,4010,1,461426.3,610075.4,535750.8
1979,4010,0,10301.36,5088.643,7695.001
1966,4014,1,458671.4,513550,486110.7
1979,4014,0,6871.368,5309.156,6090.262
1966,4018,0,219773.1,329090.6,274431.8
1979,4019,1,6885.458,3835.478,5360.468
1966,4021,0,465960.6,350410.2,408185.4
1966,4021,1,429734.3,543090.9,486412.6
1979,4021,1,1646.326,1818.116,1732.221
1966,4022,0,452970.3,329500,391235.1
1966,4022,1,431066.1,555119.3,493092.7
1979,4022,0,4691.698,5234.115,4962.906
1966,4023,1,551126.8,559130.3,555128.5
1979,4026,1,2861.096,5167.737,4014.417
1966,4027,0,610589.9,462208.4,536399.1
1966,4028,1,283635.8,277433.4,280534.6
1979,4028,1,2972.691,6860.289,4916.49
1966,4029,1,309003.5,239459.3,274231.4
1979,4031,0,6011.245,5935.702,5973.474
1966,4034,0,260659.4,419595.7,340127.5
1979,4035,1,3823.94,4643.224,4233.582
1979,4036,0,4199.346,6104.819,5152.083
1966,4037,0,375761.1,328970.3,352365.7
1979,4037,1,3118.639,5635.24,4376.939
1966,4040,0,254914.1,318003.5,286458.8
1966,4040,1,525784.4,615042.9,570413.7
1979,4043,0,1950.717,1041.275,1495.996
1966,4044,1,287620.1,341761.1,314690.6
1979,4044,0,2065.023,1094.788,1579.905
1966,4046,0,331719.1,328625.2,330172.2
1966,4048,1,361352.4,404492.3,382922.4
1966,4050,1,283556.1,459197.3,371376.7
1979,4050,1,2917.621,3150.458,3034.04
1979,4051,1,7033.343,6139.506,6586.424
1979,4055,0,39291.96,5336.871,22314.42
1979,4056,0,3922.788,6593.081,5257.935
1966,4057,1,265807.7,372779.5,319293.6
1979,4057,1,1483.482,3553.532,2518.507
1979,4058,0,1539.89,4543.396,3041.643
1979,4061,0,11493.6,5408.059,8450.828
1979,4062,0,6842.451,4206.527,5524.489
1979,4064,0,5662.215,5970.605,5816.41
1979,4065,1,7522.087,5063.311,6292.699
1966,4066,0,89294.5,281404.1,185349.3
1979,4067,0,3233.992,1937.911,2585.951
1966,4068,1,218352.5,448608.5,333480.5
1979,4068,0,2575.575,1472.61,2024.092
1966,4069,0,549249.4,286580.8,417915.1
1966,4069,1,396485.7,483613,440049.3
1979,4069,0,2694.072,2422.836,2558.454
1979,4070,0,2937.801,733.9457,1835.873
1979,4071,1,3110.542,1706.107,2408.325
1966,4072,0,545900,439188,492544
1979,4072,0,3116.889,2554.174,2835.531
1979,4074,1,1650.208,4522.182,3086.195
1979,4077,1,3912.17,6905.708,5408.939
1966,4078,0,146055.5,275480.2,210767.8
1979,4078,1,1693.7,1382.899,1538.299
1979,4079,1,1330.057,991.1637,1160.61
1979,4081,0,13168.29,5361.123,9264.707
1966,4082,0,300526.8,350871.6,325699.2
1966,4083,0,292148.7,421026.8,356587.7
1966,4083,1,399725.2,484850.2,442287.7
1979,4083,1,6343.768,6853.681,6598.725
1979,4085,1,2327.98,3725.627,3026.804
1966,4087,0,309021.8,396892,352956.9
1979,4087,0,2467.787,4315.281,3391.534
1979,4090,0,2857.819,4360.324,3609.072
1966,4092,0,333742.8,398596.6,366169.7
1966,4092,1,751496.3,428379.8,589938.1
1979,4092,1,7074.631,3798.197,5436.414
1979,4093,1,5793.78,5175.903,5484.842
1966,4094,0,344403,319124.4,331763.7
1966,4094,1,401329,341113.8,371221.4
1979,4094,1,2354.209,3940.953,3147.581
1979,4095,1,4523.282,2704.888,3614.085
1966,4096,0,244820.4,301559.7,273190.1
1966,4097,0,158438.9,317963.7,238201.3
1966,4097,1,465802.5,414148.4,439975.5
1979,4097,1,4904.932,2939.677,3922.305
1979,4098,0,4145.581,4672.994,4409.287
1979,4099,1,5920.866,5396.014,5658.44
1966,4100,1,310707.5,441406.3,376056.9
1966,4101,1,368733.2,397900.3,383316.7
1979,4102,0,1711.315,4574.494,3142.905
1979,4106,0,9546.748,3970.523,6758.636
1966,4107,1,811101.9,528657.6,669879.8
1979,4107,1,9183.465,4369.156,6776.311
1979,4108,1,4961.604,3873.252,4417.428
1979,4109,1,5437.453,5633.501,5535.477
1966,4110,1,534236.3,444149.6,489192.9
1979,4110,1,5657.544,3803.833,4730.688
1979,4111,0,15210.43,7128.802,11169.62
1979,4113,0,7621.632,5774.283,6697.958
1979,4114,0,6831.828,6334.74,6583.284
1966,4115,1,566665.5,606193.3,586429.4
1966,4116,0,274981.1,326618.8,300800
1979,4116,1,2190.136,4772.336,3481.236
1979,4123,1,1886.261,1775.438,1830.85
1979,4124,1,1419.554,3744.287,2581.921
1979,4125,1,6319.762,6424.414,6372.088
1979,4127,0,4585.017,5523.238,5054.127
1966,4129,0,156233.5,358955.8,257594.7
1979,4129,0,2554.977,3275.36,2915.168
1966,4130,0,333399.6,484521.9,408960.8
1979,4130,0,5710.976,6109.283,5910.129
1979,4131,1,899.9553,1804.453,1352.204
1979,4132,1,5985.28,3978.821,4982.05
1979,4134,0,1443.164,1517.419,1480.292
1966,4135,1,138605.5,129316.5,133961
1979,4135,0,1453.514,1525.891,1489.702
1979,4137,0,2470.592,6243.537,4357.064
1979,4138,0,12907.49,6407.786,9657.636
1979,4141,0,9280.251,5105.725,7192.988
1979,4142,1,3388.845,4650.631,4019.738
1979,4143,0,6378.42,5603.933,5991.177
1979,4145,1,13528.13,6735.788,10131.96
1966,4146,1,484124.9,491207.1,487666
1966,4147,1,830663.1,499153.4,664908.3
1979,4147,1,2311.39,6144.061,4227.726
1979,4148,1,5043.363,4544.259,4793.812
1979,4153,1,10151.62,3463.975,6807.799
1979,4154,1,6880.401,3726.506,5303.454
1979,4155,0,5170.032,6145.338,5657.685
1966,4156,0,293259.3,277052.9,285156.1
1966,4156,1,112841.8,172424.4,142633.1
1979,4156,0,11991.46,5843.3,8917.381
1979,4158,0,3963.514,4951.027,4457.271
1966,4160,0,117946.2,128076.6,123011.4
1966,4163,0,189025.2,105342.7,147184
1979,4163,1,4708.48,6636.076,5672.278
1979,4164,0,39306.93,4341.638,21824.29
1966,4167,1,642285.8,810635.5,726460.6
1966,4168,0,444220,353386.6,398803.3
1966,4169,0,444220,315589.6,379904.8
1966,4169,1,461665.2,404034.3,432849.7
1966,4170,0,335881.7,303425.1,319653.4
1966,4170,1,229731,146528.4,188129.7
1979,4171,0,4333.682,6172.979,5253.331
1966,4172,1,371504.3,805341.9,588423.1
1979,4172,0,3313.567,4366.455,3840.011
1966,4173,1,402495.3,535303.7,468899.5
1979,4175,1,1112.855,1546.811,1329.833
1979,4176,1,907.627,1250.951,1079.289
1979,4178,1,6605.86,2762.407,4684.134
1966,4179,0,150217.6,141881,146049.3
1979,4180,1,2503.724,2641.585,2572.655
1966,4181,0,163558.7,130332.9,146945.8
1979,4181,0,3308.787,2786.883,3047.835
1966,4182,1,307882.9,623951.5,465917.2
1966,4185,0,139126.4,154414.4,146770.4
1966,4186,1,337813,453218.3,395515.6
1966,4187,0,279569.9,329241.7,304405.8
1966,4187,1,583540.2,497864.3,540702.3
1979,4187,1,1865.083,998.2782,1431.68
1979,4188,1,19947.54,9299.571,14623.55
1979,4189,0,1809.351,876.287,1342.819
1979,4190,1,2046.073,3073.018,2559.545
1979,4191,0,2286.047,6949.947,4617.997
1966,4192,1,553170.9,389456.1,471313.5
1979,4192,1,2430.479,3031.733,2731.106
1979,4193,0,18110.22,6455.473,12282.85
1979,4195,1,4541.111,2664.168,3602.64
1966,4196,1,353047,541910.6,447478.8
1979,4198,1,679.2445,2190.978,1435.111
1966,4199,1,358462,396638.4,377550.2
1966,4200,0,380444.3,460750.6,420597.4
1979,4201,0,2412.571,2086.253,2249.412
1979,4202,0,2461.664,2154.599,2308.132
1966,4203,0,139070.4,175149.1,157109.8
1966,4205,1,397977.4,625450.3,511713.8
1979,4205,0,851.5704,2111.459,1481.515
1979,4206,1,805.0311,1688.448,1246.74
1979,4208,1,3273.316,1768.869,2521.092
1979,4209,0,2877.741,1591.714,2234.728
1979,4212,1,676.0021,2337.183,1506.592
1966,4213,1,294624.4,486665.1,390644.8
1979,4213,0,2152.49,1667.306,1909.898
1966,4214,1,347691.2,448456.2,398073.7
1979,4214,1,2020.428,2190.692,2105.56
1966,4215,1,301864.9,339461.3,320663.1
1979,4215,1,1903.242,1733.303,1818.273
1966,4216,0,340273.9,440988.1,390631
1979,4216,0,2899.802,7160.22,5030.011
1966,4217,0,223654.3,333002.2,278328.3
1966,4217,1,284465.1,416569.2,350517.1
1979,4219,1,6279.771,5550.041,5914.906
1979,4220,1,3296.088,4037.714,3666.901
1966,4221,1,305268.2,310237.8,307753
1979,4221,0,5455.181,6155.299,5805.24
1966,4222,1,406784.3,798361.9,602573.1
1979,4223,1,2503.387,4630.864,3567.125
1966,4224,0,266592.9,468682,367637.4
1966,4225,0,239583.7,207863.2,223723.4
1979,4227,1,2048.321,3912.699,2980.51
1979,4230,0,2882.047,4204.638,3543.343
1979,4231,1,5394.648,6836.982,6115.815
1966,4234,0,252907.9,377828.4,315368.2
1979,4234,0,4184.288,7173.554,5678.921
1966,4238,0,299587.8,470530.3,385059
1966,4239,0,243940.3,315229.1,279584.7
1966,4239,1,412816,507880.2,460348.1
1966,4241,0,535958.2,483770.9,509864.6
1966,4241,1,507058.4,601006.7,554032.5
1966,4242,0,217468.2,447658,332563.1
1966,4242,1,234947.6,376731.8,305839.7
1979,4242,0,3899.773,4307.45,4103.612
1979,4244,0,2588.996,4731.292,3660.144
1979,4245,0,2062.565,4203.556,3133.061
1979,4247,0,8641.664,3684.871,6163.268
1979,4248,0,3776.601,6549.169,5162.885
1966,4249,0,328506.4,506491.3,417498.8
1979,4249,1,6736.03,6840.843,6788.437
1966,4250,1,324965.8,387217.1,356091.4
1966,4251,1,610239.5,534050.9,572145.2
1979,4251,1,2825.406,2624.886,2725.146
1966,4252,0,268797.2,313282.4,291039.8
1979,4252,1,3410.499,6187.22,4798.859
1979,4254,1,12604.33,6501.943,9553.138
1966,4255,1,366525.8,447977.1,407251.4
1966,4256,0,490616,388606.6,439611.3
1966,4257,0,476937.4,417473.8,447205.6
1966,4258,1,438838.4,358278.3,398558.4
1966,4260,1,418234.6,332655.8,375445.2
1966,4261,0,375507.7,413121.2,394314.4
1966,4261,1,447020.9,484365.6,465693.3
1966,4262,1,527536.9,494569.9,511053.4
1979,4263,0,877.1449,1456.738,1166.941
1979,4265,1,693.0629,908.2087,800.6357
1979,4266,0,1193.629,1515.404,1354.516
1966,4268,0,407549.5,477562.7,442556.1
1979,4272,1,1607.651,1064.421,1336.036
1979,4273,0,1515.282,1419.942,1467.612
1966,4278,0,129725.1,89467.74,109596.4
1966,4282,1,168726.9,94636.73,131681.8
1966,4283,0,158811,154909.9,156860.5
1966,4284,0,158811,125759.5,142285.3
1979,4288,0,573.0765,4335.686,2454.381
1979,4289,0,2742.957,3564.536,3153.747
1979,4290,1,1389.976,3652.129,2521.052
1966,4291,0,652876.3,357109,504992.6
1966,4292,0,634673.8,560076.4,597375.1
1966,4292,1,247947.7,125339.1,186643.4
1966,4293,1,154104.7,59224.99,106664.9
1966,4294,0,105817,63156.55,84486.8
1966,4296,0,94482.02,58662.57,76572.3
1966,4298,0,115289.7,112468.6,113879.1
1979,4298,0,3605.908,3438.675,3522.292
1966,4299,1,111862.6,115989.7,113926.1
1979,4299,0,4110.361,5168.302,4639.332
1979,4300,1,1486.526,4032.486,2759.506
1966,4302,0,173174.3,79908.7,126541.5
1979,4302,0,3601.554,3288.572,3445.063
1979,4303,0,3269.977,5058.537,4164.257
1966,4304,1,544484.9,284639,414562
1979,4304,1,615.3846,2552.04,1583.712
1966,4305,1,611713.2,331624.1,471668.7
1979,4305,1,1159.499,3896.26,2527.88
1966,4306,1,143063.3,119047.5,131055.4
1966,4307,0,88130.75,69717.3,78924.03
1966,4307,1,130180.3,137180.1,133680.2
1979,4307,0,3937.64,4280.982,4109.312
1966,4308,1,150873.6,148848.4,149861
1979,4308,1,3771.918,5532.275,4652.096
1966,4309,1,122398.6,94596.01,108497.3
1979,4309,0,1408.849,1614.576,1511.712
1966,4310,1,142768.9,105096.6,123932.8
1966,4311,1,131047.1,117195.1,124121.1
1966,4312,0,90243.05,95746.96,92995
1979,4312,0,1641.153,1320.633,1480.893
1979,4314,0,2210.951,2581.075,2396.013
1966,4316,1,537031.9,317139.5,427085.7
1966,4317,0,118075.9,116423.5,117249.7
1979,4317,0,1921.037,1546.731,1733.884
1979,4318,0,1479.201,1031.474,1255.338
1979,4319,1,1626.742,965.1133,1295.927
1979,4320,1,2809.827,1398.394,2104.11
1979,4321,0,644.2018,826.8032,735.5025
1966,4322,0,97448.75,98552.65,98000.7
1979,4322,0,376.0286,1100.481,738.2546
1966,4324,0,114603.1,92180.17,103391.6
1979,4324,0,832.7349,1418.033,1125.384
1966,4325,0,111794.6,99381.68,105588.1
1979,4326,1,1088.468,1272.883,1180.676
1966,4327,1,171526.9,160634.4,166080.7
1979,4327,0,2765.854,2124.786,2445.32
1966,4328,0,427128,478964.3,453046.2
1966,4329,0,396642.3,385983.8,391313
1979,4330,0,5523.527,3588.873,4556.2
1966,4332,1,551937.4,415013.3,483475.3
1966,4333,1,678873.6,618883.4,648878.5
1979,4333,0,8326.599,6088.313,7207.456
1966,4334,0,391031.5,357085.3,374058.4
1979,4338,0,4162.819,5429.681,4796.25
1979,4339,1,5430.69,6035.238,5732.964
1966,4342,0,90143.02,85773.36,87958.19
1979,4342,0,3640.397,6917.002,5278.7
1966,4343,0,52095.86,95472.69,73784.27
1979,4343,0,2900.29,2629.849,2765.069
1966,4344,0,50819.16,82890.81,66854.98
1966,4344,1,148393.3,154522.8,151458.1
1966,4345,0,72424.02,105388.2,88906.11
1966,4345,1,265648.8,109670.5,187659.7
1979,4348,0,3353.04,3267.401,3310.22
1979,4349,0,3566.012,4596.662,4081.337
1966,4355,0,126227.7,93266.96,109747.3
1966,4357,1,416126,312262.5,364194.2
1966,4359,0,165424.8,92700.53,129062.7
1966,4360,0,161370.8,84015.96,122693.4
1966,4364,1,490475,489352.8,489913.9
1979,4365,0,2316.581,6641.439,4479.01
1966,4366,1,322247.8,506759.5,414503.6
1979,4366,1,4216.217,4906.352,4561.284
1979,4367,1,8175.246,6948.875,7562.061
1966,4368,0,138414.9,128829.5,133622.2
1979,4371,1,15979.84,3457.428,9718.637
1966,4373,0,230630.3,525974.5,378302.4
1979,4373,1,3370.776,5731.45,4551.113
1979,4375,1,792.4723,1588.437,1190.455
1966,4379,1,135373.4,114132.5,124753
1979,4379,1,1690.085,4089.38,2889.732
1979,4382,0,6341.509,4341.285,5341.397
1979,4384,0,5275.591,2911.869,4093.73
1979,4385,0,4902.224,7610.093,6256.158
1979,4386,1,2285.518,5774.384,4029.951
1979,4387,0,2208.161,5480.186,3844.173
1966,4388,1,104380.3,219167.2,161773.8
